tanggal_pemesanan,nomor_kontrak_retail,pelanggan,jenis,nama_proyek,product,area,nilai,status
7/25/2019,SO/UR/07-2019/20617,Plg 14532678,Perorangan,Pry rxd7890m,K-300,Cilacap,18722000,Approved
7/25/2019,SO/UR/07-2019/20618,Plg 17256348,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,862125,Approved
7/25/2019,SO/UR/07-2019/20619,Plg 13765428,Perorangan,Pry r9708xmd,K-300,Tambak Sumur,62832000,Approved
7/25/2019,SO/UR/07-2019/20620,Plg 17684352,Perorangan,Pry r80d97xm,K-225,Kebon Jeruk,33730125,Approved
7/25/2019,SO/UR/07-2019/20621,Plg 13547268,PT,Pry r89x7d0m,K-300 N,Bandung Barat,140525000,Approved
7/25/2019,SO/UR/07-2019/20622,Plg 17583624,Perorangan,Pry rdm90x78,K-225,Cibitung,22440000,Approved
7/25/2019,SO/UR/07-2019/20623,Plg 17683542,CV,Pry r80d9xm7,K-175 N,Dawuan,10890000,Approved
7/25/2019,SO/UR/07-2019/20624,Plg 18247563,Perorangan,Pry rd8x0m79,K-225,Taman Anggrek II,16830000,Approved
7/25/2019,SO/UR/07-2019/20626,Plg 16247358,Perorangan,Pry r89x7md0,K-300,Cikupa,6381375,Approved
7/25/2019,SO/UR/07-2019/20627,Plg 18247635,Perorangan,Pry r89x7m0d,K-350,Cakung,24358125,Approved
7/25/2019,SO/UR/07-2019/20628,Plg 13564278,Perorangan,Pry rd0mx897,K-250 N,Dawuan,14231250,Approved
7/25/2019,SO/UR/07-2019/20629,Plg 12357846,PT,Pry r89x70dm,K-250,Cibubur,7759125,Approved
7/25/2019,SO/UR/07-2019/20630,Plg 18247653,Perorangan,Pry rdm089x7,K-225,Cibitung,30800000,Approved
7/25/2019,SO/UR/07-2019/20632,Plg 12548673,PT,Pry rdmx0798,K-300,Lenteng Agung,6088500,Approved
7/25/2019,SO/UR/07-2019/20634,Plg 18253467,Perorangan,Pry r89x70md,K-250,BSD,6875000,Approved
7/25/2019,SO/UR/07-2019/20635,Plg 18253476,Perorangan,Pry rx07d9m8,K-350 N,Kebon Jeruk,32802000,Approved
7/25/2019,SO/UR/07-2019/20637,Plg 18253647,PT,Pry r890dmx7,K-225,Dawuan,33880000,Approved
7/25/2019,SO/UR/07-2019/20638,Plg 14368275,PT,Pry rxd078m9,K-400,Casablanca,23080750,Approved
7/25/2019,SO/UR/07-2019/20639,Plg 13854726,CV,Pry rm80dx79,K-350,Taman Anggrek II,117975000,Approved
7/25/2019,SO/UR/07-2019/20640,Plg 17854623,Perorangan,Pry r807xdm9,K-300 N,Dawuan,20075000,Approved
7/25/2019,SO/UR/07-2019/20641,Plg 13245876,Perorangan,Pry r89d7mx0,K-250,Sentul,13282500,Approved
7/25/2019,SO/UR/07-2019/20643,Plg 12863745,PT,Pry r89xd0m7,K-300,Sentul,3795000,Approved
7/25/2019,SO/UR/07-2019/20644,Plg 15632784,Perorangan,Pry rdm089x7,K-300,Cibitung,47162500,Approved
7/25/2019,SO/UR/07-2019/20645,Plg 18253674,Perorangan,Pry r890dm7x,K-300 N,Dawuan,46860000,Approved
7/25/2019,SO/UR/07-2019/20647,Plg 18253746,Perorangan,Pry r890dxm7,K-250,Kebon Jeruk,6381375,Approved
7/25/2019,SO/UR/07-2019/20648,Plg 13647582,PT,Pry rm0d789x,K-300,Bandung Barat,16280000,Approved
7/25/2019,SO/UR/07-2019/20649,Plg 18253764,CV,Pry r890dx7m,K-225,Green Lake,8868750,Approved
7/25/2019,SO/UR/07-2019/20651,Plg 18254367,CV,Pry r890d7mx,K-300,Dawuan,16596250,Approved
7/25/2019,SO/UR/07-2019/20652,Plg 13648257,CV,Pry r8dm7x09,K-200 N,Bandung Barat,56100000,Approved
7/25/2019,SO/UR/07-2019/20653,Plg 12357846,PT,Pry r89x0md7,K-225,BSD,1674750,Approved
7/25/2019,SO/UR/07-2019/20654,Plg 18254376,Perorangan,Pry r890d7xm,K-300,Dawuan,1872750,Approved
7/25/2019,SO/UR/07-2019/20655,Plg 17648523,Perorangan,Pry r80x97dm,K-225,Lenteng Agung,4327125,Approved
7/25/2019,SO/UR/07-2019/20656,Plg 13724586,Perorangan,Pry r807dm9x,K-225 N,Palimanan,18232500,Approved
7/25/2019,SO/UR/07-2019/20659,Plg 18254637,Perorangan,Pry r890mdx7,K-250,Lenteng Agung,10436250,Approved
7/25/2019,SO/UR/07-2019/20660,Plg 17628453,Perorangan,Pry rd0x9m87,K-400,Kebon Jeruk,5497938,Approved
7/25/2019,SO/UR/07-2019/20661,Plg 12687345,Perorangan,Pry rd9m0x78,K-175,Dadap,40562500,Approved
7/25/2019,SO/UR/07-2019/20662,Plg 12357846,PT,Pry r890md7x,K-225,Pulo Gadung,3399000,Approved
7/25/2019,SO/UR/07-2019/20663,Plg 15384726,Perorangan,Pry r0d9m8x7,K-350,Lenteng Agung,210870000,Approved
7/25/2019,SO/UR/07-2019/20664,Plg 17368524,Perorangan,Pry r9708mxd,K-300,Cikupa,4812500,Approved
7/25/2019,SO/UR/07-2019/20668,Plg 16825347,CV,Pry r8md09x7,K-350,Lenteng Agung,25740000,Approved
7/25/2019,SO/UR/07-2019/20673,Plg 13456287,Perorangan,Pry r08xdm97,K-250,Delta Mas,6006000,Approved
7/25/2019,SO/UR/07-2019/20679,Plg 18254673,Perorangan,Pry r890mxd7,K-125 N,Dawuan,26235000,Approved
7/25/2019,SO/UR/07-2019/20680,Plg 18254736,Perorangan,Pry r890mx7d,K-250 N,Dawuan,110055000,Approved
7/25/2019,SO/UR/07-2019/20681,Plg 18254763,Perorangan,Pry r890m7dx,K-225,Cibubur,6554625,Approved
7/25/2019,SO/UR/07-2019/20682,Plg 13724586,Perorangan,Pry r89mx07d,K-350 N,Palimanan,72572500,Approved
7/25/2019,SO/UR/07-2019/20683,Plg 18245673,Perorangan,Pry r89xm7d0,K-250,Kebon Jeruk,924000,Approved
7/25/2019,SO/UR/07-2019/20684,Plg 16325748,Perorangan,Pry r890m7xd,K-300,Kebon Jeruk,22176000,Approved
7/25/2019,SO/UR/07-2019/20685,Plg 12346587,PT,Pry r890xdm7,K-300 N,Cakung,49981250,Approved
7/25/2019,SO/UR/07-2019/20686,Plg 13524687,PT,Pry rmd780x9,K-225 N,Bandung Barat,8676250,Approved
7/25/2019,SO/UR/07-2019/20687,Plg 16857243,Perorangan,Pry r890xd7m,K-350 N,Bandung Timur,75900000,Approved
7/25/2019,SO/UR/07-2019/20688,Plg 18256347,Perorangan,Pry r890xmd7,K-250,Bandung Timur,13158750,Approved
7/25/2019,SO/UR/07-2019/20689,Plg 12354678,CV,Pry rd7x08m9,K-300 N,Sentul,15287250,Approved
7/25/2019,SO/UR/07-2019/20690,Plg 13456728,Perorangan,Pry rmd97x08,K-250 N,Cibitung,7194000,Approved
7/25/2019,SO/UR/07-2019/20692,Plg 18237546,Perorangan,Pry r89m7d0x,K-300 N,Tambak Sumur,962500,Approved
7/25/2019,SO/UR/07-2019/20693,Plg 13562847,CV,Pry rmx07d98,K-350 N,Bandung Barat,9330750,Approved
7/25/2019,SO/UR/07-2019/20694,Plg 12568734,Perorangan,Pry r890xm7d,K-225,Cibubur,5692500,Approved
7/25/2019,SO/UR/07-2019/20695,Plg 16857243,Perorangan,Pry r890xd7m,K-350 N,Bandung Timur,53130000,Approved
7/25/2019,SO/UR/07-2019/20696,Plg 16385724,Perorangan,Pry r89m0d7x,K-350,Bekasi,29246250,Approved
7/25/2019,SO/UR/07-2019/20697,Plg 15278463,Perorangan,Pry rdm0987x,K-250,Pulo Gadung,6506500,Approved
7/25/2019,SO/UR/07-2019/20698,Plg 13274685,PT,Pry r890x7dm,K-300,Sentul,10642500,Approved
7/25/2019,SO/UR/07-2019/20699,Plg 12357846,PT,Pry r890x7md,K-250,Sentul,2586375,Approved
7/25/2019,SO/UR/07-2019/20700,Plg 17625843,Perorangan,Pry rdmx0798,K-300,Kebon Jeruk,948750,Approved
7/25/2019,SO/UR/07-2019/20701,Plg 12674583,Perorangan,Pry r8907dmx,K-225,Dadap,43758000,Approved
7/25/2019,SO/UR/07-2019/20702,Plg 13426758,Perorangan,Pry rmd07x89,K-225,Delta Mas,25520000,Approved
7/26/2019,SO/UR/07-2019/20703,Plg 13245687,Perorangan,Pry r8907dxm,K-300,Cibubur,74112500,Approved
7/26/2019,SO/UR/07-2019/20704,Plg 16528473,PT,Pry rd807x9m,K-350,Cikupa,10106250,Approved
7/26/2019,SO/UR/07-2019/20705,Plg 18256374,Perorangan,Pry rmx90d87,K-225,Bandung Barat,16434000,Approved
7/26/2019,SO/UR/07-2019/20707,Plg 18256437,Perorangan,Pry rd087xm9,K-350 N,Dawuan,59094750,Approved
7/26/2019,SO/UR/07-2019/20709,Plg 18256437,Perorangan,Pry rd087xm9,K-250 N,Dawuan,87587500,Approved
7/26/2019,SO/UR/07-2019/20710,Plg 18256473,Perorangan,Pry r8907mdx,K-250 N,Sentul,4331250,Approved
7/26/2019,SO/UR/07-2019/20711,Plg 13275684,PT,Pry rd789m0x,K-300,Sentul,95562500,Approved
7/26/2019,SO/UR/07-2019/20712,Plg 13567428,Perorangan,Pry r8907mxd,K-350 N,Dawuan,38610000,Approved
7/26/2019,SO/UR/07-2019/20713,Plg 12354678,CV,Pry rd7x08m9,K-300 N,Sentul,89925000,Approved
7/26/2019,SO/UR/07-2019/20714,Plg 12357846,PT,Pry r8907xdm,K-250,Cakung,5098500,Approved
7/26/2019,SO/UR/07-2019/20715,Plg 13854726,CV,Pry rm80dx79,K-350,Taman Anggrek II,122890625,Approved
7/26/2019,SO/UR/07-2019/20716,Plg 13458627,Perorangan,Pry rmd8x079,K-225,Cibitung,26950000,Approved
7/26/2019,SO/UR/07-2019/20717,Plg 17638524,Perorangan,Pry rdmx0798,K-300,Pulo Gadung,10642500,Approved
7/26/2019,SO/UR/07-2019/20718,Plg 13725486,PT,Pry rm9dx807,"K-450 N,Fs-45 N",Kertajati Cirebon,127462500,Approved
7/26/2019,SO/UR/07-2019/20719,Plg 18256734,Perorangan,Pry rdmx0798,K-225,Pulo Gadung,16011875,Approved
7/26/2019,SO/UR/07-2019/20720,Plg 17825643,Perorangan,Pry r80m9d7x,K-350 N,Dawuan,27472500,Approved
7/26/2019,SO/UR/07-2019/20722,Plg 16857243,Perorangan,Pry r890xd7m,K-350 N,Bandung Timur,10436250,Approved
7/26/2019,SO/UR/07-2019/20723,Plg 12546837,CV,Pry r8907xmd,K-300,Cibubur,4434375,Approved
7/26/2019,SO/UR/07-2019/20724,Plg 18256743,PT,Pry r897dmx0,K-250 N,Palimanan,10587500,Approved
7/26/2019,SO/UR/07-2019/20725,Plg 18257346,Perorangan,Pry r897dm0x,K-300,Cikupa,3850000,Approved
7/26/2019,SO/UR/07-2019/20726,Plg 12574638,CV,Pry rd0m897x,K-225,BSD,5726875,Approved
7/26/2019,SO/UR/07-2019/20727,Plg 17684235,PT,Pry r80d9x7m,K-225,Pulo Gadung,2734875,Approved
7/26/2019,SO/UR/07-2019/20728,Plg 16384752,PT,Pry r9md0x78,K-300 N,Dadap,18624375,Approved
7/26/2019,SO/UR/07-2019/20729,Plg 12875643,Perorangan,Pry rd7xm908,K-300,Sentul,31906875,Approved
7/26/2019,SO/UR/07-2019/20730,Plg 18257364,Perorangan,Pry rdmx0798,K-275 N,Bandung Timur,12782000,Approved
7/26/2019,SO/UR/07-2019/20731,Plg 13487625,Perorangan,Pry rdm90x78,K-300 N,Bandung Barat,20212500,Approved
7/26/2019,SO/UR/07-2019/20733,Plg 18257436,Perorangan,Pry r897dxm0,K-300,Cibubur,19511250,Approved
7/26/2019,SO/UR/07-2019/20734,Plg 18257463,PT,Pry r897dx0m,K-300,Bandung Timur,16108125,Approved
7/26/2019,SO/UR/07-2019/20735,Plg 18257634,PT,Pry rx9d7m80,K-225,Mauk,77605000,Approved
7/26/2019,SO/UR/07-2019/20736,Plg 16835742,PT,Pry r90d8xm7,K-250,Bekasi,5610000,Approved
7/26/2019,SO/UR/07-2019/20738,Plg 13642857,Perorangan,Pry r89xmd70,K-350 N,Bandung Timur,19923750,Approved
7/26/2019,SO/UR/07-2019/20744,Plg 18254673,Perorangan,Pry r890mxd7,K-125 N,Dawuan,2623500,Approved
7/26/2019,SO/UR/07-2019/20748,Plg 18257643,Perorangan,Pry rdm80x97,K-225,Casablanca,2734875,Approved
7/26/2019,SO/UR/07-2019/20752,Plg 17386524,Perorangan,Pry r897d0mx,K-225,Bekasi,6737500,Approved
7/26/2019,SO/UR/07-2019/20753,Plg 18263457,Perorangan,Pry rdm089x7,K-225,Cibitung,7359000,Approved
7/26/2019,SO/UR/07-2019/20755,Plg 18263475,Perorangan,Pry rdmx0798,K-250,Pulo Gadung,7194000,Approved
7/26/2019,SO/UR/07-2019/20757,Plg 12734568,Perorangan,Pry rd9x8m07,K-225,Dadap,5247000,Approved
7/26/2019,SO/UR/07-2019/20758,Plg 13457286,Perorangan,Pry rmd978x0,"K-275 ,K-275 N",Cibitung,23100000,Approved
7/26/2019,SO/UR/07-2019/20760,Plg 18263547,Perorangan,Pry r897d0xm,"K-375 N,Fc-30 N",Cibubur,49500000,Approved
7/26/2019,SO/UR/07-2019/20762,Plg 13482675,PT,Pry r0xd98m7,K-225,Bandung Timur,20988000,Approved
7/26/2019,SO/UR/07-2019/20763,Plg 12685374,PT,Pry rd9xm078,K-350,Taman Anggrek II,21656250,Approved
7/26/2019,SO/UR/07-2019/20764,Plg 15648237,Perorangan,Pry r987dx0m,K-250,Taman Anggrek II,26180000,Approved
7/26/2019,SO/UR/07-2019/20765,Plg 12346587,PT,Pry rd7x09m8,"K-550 N,Fc-45 N",Cibubur,61701750,Approved
7/26/2019,SO/UR/07-2019/20766,Plg 12763458,Perorangan,Pry rx9m7d08,K-300,Taman Anggrek II,8800000,Approved
7/26/2019,SO/UR/07-2019/20767,Plg 13456728,Perorangan,Pry rmx087d9,K-300 N,Dawuan,59255625,Approved
7/26/2019,SO/UR/07-2019/20770,Plg 13278645,Perorangan,Pry rmdx9780,K-300 N,Cibubur,5997750,Approved
7/26/2019,SO/UR/07-2019/20771,Plg 12645387,PT,Pry rx87d90m,K-300,Sentul,27513750,Approved
7/26/2019,SO/UR/07-2019/20772,Plg 17538426,Perorangan,Pry rm89x7d0,K-350,Kebon Jeruk,44611875,Approved
7/26/2019,SO/UR/07-2019/20773,Plg 13524687,PT,Pry rmd780x9,K-300 N,Bandung Barat,6641250,Approved
7/26/2019,SO/UR/07-2019/20775,Plg 15862743,Perorangan,Pry r098xd7m,K-350,Pulo Gadung,234025000,Approved
7/26/2019,SO/UR/07-2019/20776,Plg 18263574,Perorangan,Pry rdm089x7,K-350,Cibitung,14437500,Approved
7/26/2019,SO/UR/07-2019/20778,Plg 18263745,Perorangan,Pry rdm097x8,K-225,Mauk,4743750,Approved
7/26/2019,SO/UR/07-2019/20780,Plg 15342687,Perorangan,Pry rx79m80d,K-400,Sentul,11495000,Approved
7/26/2019,SO/UR/07-2019/20781,Plg 18263754,Perorangan,Pry rdmx0798,K-225,Bandung Timur,9442125,Approved
7/26/2019,SO/UR/07-2019/20783,Plg 17463852,PT,Pry r8d97x0m,K-300,Bandung Barat,74800000,Approved
7/26/2019,SO/UR/07-2019/20784,Plg 18264357,Perorangan,Pry r897mdx0,K-250,Dawuan,5692500,Approved
7/26/2019,SO/UR/07-2019/20785,Plg 12654378,PT,Pry r80d97mx,K-300 N,Lenteng Agung,4681875,Approved
7/26/2019,SO/UR/07-2019/20786,Plg 14683572,Perorangan,Pry rdmx0798,K-300,Pulo Gadung,23430000,Approved
7/26/2019,SO/UR/07-2019/20788,Plg 12845637,PT,Pry r897md0x,K-300,Cikupa,18892500,Approved
7/26/2019,SO/UR/07-2019/20789,Plg 17542386,PT,Pry r8m097xd,K-300,Bandung Timur,58492500,Approved
7/26/2019,SO/UR/07-2019/20790,Plg 18264375,PT,Pry r897mxd0,K-350,Taman Anggrek II,32670000,Approved
7/26/2019,SO/UR/07-2019/20791,Plg 18264537,Perorangan,Pry r897mx0d,K-250,Cibubur,8093250,Approved
7/26/2019,SO/UR/07-2019/20792,Plg 13256847,PT,Pry rd7089mx,"K-650 N,K-600 N",Cibubur,77000000,Approved
7/26/2019,SO/UR/07-2019/20793,Plg 16327548,CV,Pry r897m0dx,K-250,Dawuan,34980000,Approved
7/26/2019,SO/UR/07-2019/20794,Plg 12463587,PT,Pry r8m9dx07,K-300,Lenteng Agung,173250000,Approved
7/26/2019,SO/UR/07-2019/20795,Plg 14563278,PT,Pry r897m0xd,K-100,Kebon Jeruk,22529375,Approved
7/26/2019,SO/UR/07-2019/20796,Plg 14563278,PT,Pry r897m0xd,K-300,Kebon Jeruk,7590000,Approved
7/27/2019,SO/UR/07-2019/20798,Plg 14357862,Perorangan,Pry r897xdm0,K-225 N,Sentul,4620000,Approved
7/27/2019,SO/UR/07-2019/20799,Plg 13245687,Perorangan,Pry rd7x9m08,K-300,Cibubur,9625000,Approved
7/27/2019,SO/UR/07-2019/20800,Plg 14675823,Perorangan,Pry r897xd0m,K-300,Pulo Gadung,21285000,Approved
7/27/2019,SO/UR/07-2019/20801,Plg 12687435,Perorangan,Pry rd9x0m78,K-225,Dadap,8745000,Approved
7/27/2019,SO/UR/07-2019/20802,Plg 14235867,PT,Pry r8dm90x7,K-350 N,Cakung,24750000,Approved
7/27/2019,SO/UR/07-2019/20803,Plg 17825643,Perorangan,Pry r897xmd0,K-350 N,Dawuan,1526250,Approved
7/29/2019,SO/UR/07-2019/20817,Plg 18264573,Perorangan,Pry r897xm0d,K-250,Cikupa,16854750,Approved
7/29/2019,SO/UR/07-2019/20822,Plg 17582436,Perorangan,Pry r897x0dm,K-300,Dadap,12333750,Approved
7/29/2019,SO/UR/07-2019/20826,Plg 17853642,PT,Pry r807d9mx,K-275,Dawuan,32670000,Approved
7/29/2019,SO/UR/07-2019/20832,Plg 17826435,CV,Pry r897x0md,K-125 N,Dawuan,40796250,Approved
7/29/2019,SO/UR/07-2019/20834,Plg 13564278,Perorangan,Pry rd0mx897,K-250 N,Dawuan,14231250,Approved
7/29/2019,SO/UR/07-2019/20839,Plg 18264735,Perorangan,Pry r8970dmx,K-250 N,Cakung,5799750,Approved
7/29/2019,SO/UR/07-2019/20841,Plg 18264753,Perorangan,Pry rd0x9m87,K-300,Green Lake,6776000,Approved
7/29/2019,SO/UR/07-2019/20843,Plg 12678534,PT,Pry rd9m07x8,K-225,Mauk,11550000,Approved
7/29/2019,SO/UR/07-2019/20845,Plg 13246758,Perorangan,Pry rd7x8m09,K-400,Cibubur,2161500,Approved
7/29/2019,SO/UR/07-2019/20847,Plg 12834675,PT,Pry rd0x9m87,K-400 N,Cikupa,6220500,Approved
7/29/2019,SO/UR/07-2019/20849,Plg 17486253,PT,Pry r8970dxm,"K-250 ,Fc-25 ,K-300 ",Sentul,133056000,Approved
7/29/2019,SO/UR/07-2019/20851,Plg 18265347,Perorangan,Pry r8970mdx,K-250,Dawuan,4620000,Approved
7/29/2019,SO/UR/07-2019/20852,Plg 12658734,PT,Pry rd079m8x,K-350 N,Kebon Jeruk,54670000,Approved
7/29/2019,SO/UR/07-2019/20853,Plg 13574826,Perorangan,Pry r890mxd7,K-300 N,Dawuan,58575000,Approved
7/29/2019,SO/UR/07-2019/20854,Plg 18265374,Perorangan,Pry r8970mxd,K-300,Cilacap,98175000,Approved
7/29/2019,SO/UR/07-2019/20855,Plg 17635284,Perorangan,Pry r8x09m7d,K-350,Sentul,20840875,Approved
7/30/2019,SO/UR/07-2019/20856,Plg 15263478,PT,Pry rx870dm9,K-300 N,Cikupa,25740000,Approved
7/30/2019,SO/UR/07-2019/20857,Plg 18265437,Perorangan,Pry r8970xdm,K-250,BSD,4812500,Approved
7/30/2019,SO/UR/07-2019/20860,Plg 18265473,Perorangan,Pry r8970xmd,K-225,Delta Mas,14894000,Approved
7/30/2019,SO/UR/07-2019/20861,Plg 15628734,Perorangan,Pry rdmx8970,K-500 N,Dawuan,8731250,Approved
7/30/2019,SO/UR/07-2019/20863,Plg 18265734,CV,Pry r87dmx09,K-225 N,Palimanan,5469750,Approved
7/30/2019,SO/UR/07-2019/20865,Plg 14827356,PT,Pry r8x970dm,"K-650 N,Fs-45 N",Dawuan,359700000,Approved
7/30/2019,SO/UR/07-2019/20868,Plg 18265743,Perorangan,Pry r87dmx90,K-225 N,Palimanan,6641250,Approved
7/30/2019,SO/UR/07-2019/20870,Plg 18267345,Perorangan,Pry rd0mx897,K-225 N,Dawuan,14045625,Approved
7/30/2019,SO/UR/07-2019/20871,Plg 12687435,Perorangan,Pry r87dm0x9,K-300,Dadap,4558125,Approved
7/30/2019,SO/UR/07-2019/20872,Plg 13574826,Perorangan,Pry r890mxd7,K-300 N,Dawuan,6833750,Approved
7/30/2019,SO/UR/07-2019/20873,Plg 12845637,PT,Pry r87dm09x,K-300,Cikupa,26449500,Approved
7/30/2019,SO/UR/07-2019/20875,Plg 17326854,PT,Pry rdm089x7,K-300,Cakung,101062500,Approved
7/30/2019,SO/UR/07-2019/20877,Plg 15324687,PT,Pry r87dm9x0,K-300,Cikupa,6496875,Approved
7/30/2019,SO/UR/07-2019/20878,Plg 16528473,PT,Pry rd807x9m,K-350,Cikupa,5053125,Approved
7/30/2019,SO/UR/07-2019/20880,Plg 16754823,PT,Pry r9x08dm7,K-400 N,Cakung,11632500,Approved
7/30/2019,SO/UR/07-2019/20881,Plg 13678452,Perorangan,Pry r87dm90x,K-300 N,Dawuan,64975625,Approved
7/30/2019,SO/UR/07-2019/20882,Plg 18267354,Perorangan,Pry r87dxm09,K-250,Dawuan,17325000,Approved
7/30/2019,SO/UR/07-2019/20883,Plg 13725648,Perorangan,Pry r87dxm90,K-225 N,Palimanan,63813750,Approved
7/30/2019,SO/UR/07-2019/20886,Plg 18267435,Perorangan,Pry rdmx0798,K-225,Bandung Timur,6160000,Approved
7/30/2019,SO/UR/07-2019/20890,Plg 12647385,Perorangan,Pry rd08xm79,K-300,BSD,11385000,Approved
7/30/2019,SO/UR/07-2019/20891,Plg 13457268,PT,Pry r87dx0m9,K-250,Bekasi,11068750,Approved
7/30/2019,SO/UR/07-2019/20892,Plg 18265734,CV,Pry r87dmx09,K-350 N,Palimanan,72572500,Approved
7/30/2019,SO/UR/07-2019/20895,Plg 18267453,Perorangan,Pry r87dx09m,K-250,Cibubur,48559500,Approved
7/30/2019,SO/UR/07-2019/20898,Plg 15728436,Perorangan,Pry r0x9dm87,K-225,BSD,28858500,Approved
7/30/2019,SO/UR/07-2019/20899,Plg 15874623,Perorangan,Pry r0978dxm,K-250,BSD,45882375,Approved
7/30/2019,SO/UR/07-2019/20900,Plg 13624857,PT,Pry rmx7d890,K-225,Bandung Timur,90750000,Approved
7/30/2019,SO/UR/07-2019/20901,Plg 18267534,Perorangan,Pry r87dx9m0,K-250,Lenteng Agung,13090000,Approved
7/30/2019,SO/UR/07-2019/20902,Plg 14583726,Perorangan,Pry rxm9780d,K-175,Cilacap,26796000,Approved
7/30/2019,SO/UR/07-2019/20903,Plg 17426853,Perorangan,Pry rdm0x879,K-225,Bandung Timur,17490000,Approved
7/30/2019,SO/UR/07-2019/20907,Plg 13548726,Perorangan,Pry r87dx90m,K-350 N,Bandung Timur,73115625,Approved
7/30/2019,SO/UR/07-2019/20909,Plg 18267543,Perorangan,Pry rdmx0798,K-250,Kebon Jeruk,6554625,Approved
7/30/2019,SO/UR/07-2019/20916,Plg 18273456,Perorangan,Pry r87d0mx9,K-300,Green Lake,6336688,Approved
7/30/2019,SO/UR/07-2019/20920,Plg 18264753,Perorangan,Pry rd0x9m87,K-300,Green Lake,6776000,Approved
7/30/2019,SO/UR/07-2019/20921,Plg 17628453,Perorangan,Pry rd0x9m87,K-400,Kebon Jeruk,5497938,Approved
7/30/2019,SO/UR/07-2019/20922,Plg 17683254,CV,Pry r87d0m9x,K-350,Dawuan,15213000,Approved
7/30/2019,SO/UR/07-2019/20923,Plg 17642538,Perorangan,Pry r9d087mx,K-125,Bandung Barat,6063750,Approved
7/30/2019,SO/UR/07-2019/20924,Plg 15834276,Perorangan,Pry r09m78xd,K-275 N,Lenteng Agung,37252875,Approved
7/30/2019,SO/UR/07-2019/20928,Plg 17826435,CV,Pry r897x0md,"K-650 N,Fs-45 N",Dawuan,215556000,Approved
7/30/2019,SO/UR/07-2019/20932,Plg 13246587,Perorangan,Pry rd7x980m,K-175,Sentul,3520000,Approved
7/30/2019,SO/UR/07-2019/20938,Plg 13724658,CV,Pry rm9dx780,K-350 N,Palimanan,103125000,Approved
7/30/2019,SO/UR/07-2019/20939,Plg 18265437,Perorangan,Pry r8970xdm,K-250,BSD,2887500,Approved
7/30/2019,SO/UR/07-2019/20940,Plg 12853476,Perorangan,Pry rd890m7x,K-300,Cikupa,4881250,Approved
7/30/2019,SO/UR/07-2019/20942,Plg 18273465,Perorangan,Pry rdmx0798,K-250,Delta Mas,9967375,Approved
7/30/2019,SO/UR/07-2019/20945,Plg 17634825,PT,Pry r8x0m7d9,K-300,Delta Mas,91850000,Approved
7/30/2019,SO/UR/07-2019/20947,Plg 18273546,Perorangan,Pry r87d0xm9,K-300,Cakung,22770000,Approved
7/30/2019,SO/UR/07-2019/20948,Plg 14285763,Perorangan,Pry rm790dx8,K-250,Kebon Jeruk,26812500,Approved
7/30/2019,SO/UR/07-2019/20949,Plg 13456827,Perorangan,Pry rmd970x8,K-300,Delta Mas,23100000,Approved
7/30/2019,SO/UR/07-2019/20950,Plg 13874562,Perorangan,Pry rx8d7m90,K-225 N,Bandung Barat,4881250,Approved
7/30/2019,SO/UR/07-2019/20959,Plg 18273564,Perorangan,Pry r87d0x9m,K-125,Dawuan,8112500,Approved
7/30/2019,SO/UR/07-2019/20962,Plg 15832674,PT,Pry r97xdm80,K-350,Cikupa,12017500,Approved
7/30/2019,SO/UR/07-2019/20965,Plg 12786534,PT,Pry r87d09mx,K-225,Mauk,25121250,Approved
7/30/2019,SO/UR/07-2019/20966,Plg 12685347,Perorangan,Pry rd9xm087,K-350,Taman Anggrek II,22638000,Approved
7/30/2019,SO/UR/07-2019/20967,Plg 18273645,Perorangan,Pry rx0d987m,K-300,Dadap,18425000,Approved
7/30/2019,SO/UR/07-2019/20968,Plg 18273654,Perorangan,Pry r87d09xm,K-300 N,Dawuan,88852500,Approved
7/30/2019,SO/UR/07-2019/20969,Plg 17256483,Perorangan,Pry rdmx0798,K-300,Tanah Abang,49627875,Approved
7/31/2019,SO/UR/07-2019/20971,Plg 16785234,Perorangan,Pry rdmx0798,K-300,Tambak Sumur,79591875,Approved
7/31/2019,SO/UR/07-2019/20972,Plg 17356428,Perorangan,Pry r87d9mx0,K-250 N,Tambak Sumur,17943750,Approved
7/31/2019,SO/UR/07-2019/20973,Plg 14827356,PT,Pry r8x970dm,K-125 N,Dawuan,62081250,Approved
7/31/2019,SO/UR/07-2019/20974,Plg 18247635,Perorangan,Pry r89x7m0d,K-225,Cakung,25863750,Approved
7/31/2019,SO/UR/07-2019/20976,Plg 13758246,PT,Pry r87d9m0x,"K-450 N,Fs-45 N",Kertajati Cirebon,127462500,Approved
7/31/2019,SO/UR/07-2019/20977,Plg 18274356,Perorangan,Pry r87d9xm0,K-250,Cakung,17498250,Approved
7/31/2019,SO/UR/07-2019/20979,Plg 16327845,Perorangan,Pry r07dx89m,K-300,Taman Anggrek II,6435000,Approved
7/31/2019,SO/UR/07-2019/20982,Plg 15873246,Perorangan,Pry r87d9x0m,K-250,Taman Anggrek II,11385000,Approved
7/31/2019,SO/UR/07-2019/20983,Plg 15743862,Perorangan,Pry r97x08dm,K-300,Bandung Barat,33206250,Approved
